comments,ID
"Lũ bk ko biết chúng bị ghét vì tính hl, bốc phét, văn hoá khôn lỏi, bố mày. Mà cứ đi chửi vì sao Nam Trung đ ai ưa mình, dân Bắc vào Nam lâu còn đ ưa nổi tụi bk :))) sửa thì ko lo sửa, chỉ thấy lo sủa",3177
Mạnh Hoàng parky,3180
Xà Lỏn Màu Hồng parky,3183
Đẳng cấp Trần Xuân Bách,3188
Damn Bách,3209
Otto Wittelsbach,3212
Nguyen Quoc Huy djtcu:)),3213
Tiến Phan pac ki,3214
Hieu Ngoc Pham kkkk,3216
Phuc Le,3217
Phát Trương clm,3219
Trần Trí parky,3222
Nguyễn Đình Gia Kha OK,3224
Trần Lâm Vinh Ryan Gosling lol,3225
Nguyễn Trọng Văn adu,3226
Hoàng Hảiii,3229
Mấy con chó ngu phân biệt vùng miền tưởng thế là hay nói Bắc Kỳ k sao. Động đến Nam Kỳ thì giãy nảy như chó dẵm phải đuôi :)),3230
Dang Hai nọt sai,3232
Cc Vinh Khang,3235
