usernames,comments,total_react,Like,Haha,Care,Love,Wow,Angry,Sad
Tung Pham Duong,Nhân Đoàn group này hay nè,0,0,0,0,0,0,0,0
Tung Pham,Tung Pham Duong xin link gr,0,0,0,0,0,0,0,0
Tung Pham Duong,Nhân Đoàn ok,0,0,0,0,0,0,0,0
Tran Anh Tuan,Parky mãi đỉnh,3,0,1,1,1,0,0,0
Tung Pham Duong,Tran Anh Tuan vào group giao lưu ông,0,0,0,0,0,0,0,0
Tung Pham Duong,anh em Bắc Kỳ vừa thông minh vừa học giỏi. người Việt chính tông có khác. mãi lãnh đạo dân tộc Việt Nam,0,0,0,0,0,0,0,0
Vũ Xuân Thiện,"Phóng khoáng
An nhàn
Rực rỡ… See more",92,43,33,1,15,0,0,0
Nguyễn Khang,Vũ Xuân Thiện vl phóng khoáng,35,3,31,0,1,0,0,0
Phạm Tấn Dinh,Nguyễn Khang k có dính tới mấy vụ này đâu mà nghe câu phóng khoáng hơi ứ ừ =))),7,1,6,0,0,0,0,0
Lê Thiên Đại,Nguyễn Khang phóng khoáng chắc trời sặp,0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh anh có làm gì đâu tự ái em trai , dân miền trung tụi anh quanh năm lo cấy cầy nuôi gia đình . Đấy kêu phân biệt vùng miền thì tự ái , chắc nhà em gia phả hình tròn , cha mẹ em đi theo tụi nguỵ nên em mới có tư duy như vầy :))) . Để anh… See more",1,1,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh đồng nghiệp bạn bè người bắc tao đứa nào cũng phóng khoáng , tiền ra bắc chơi nó còn chi trả . Mình sao người ta mới sống vs mình kiểu đó . Xem lại bản thân mình nhé :))) chứ t cho mấy đứa bạn miền tây mượn tiền tới h biệt tăm r đó . Xui thôi .",8,7,1,0,0,0,0,0
Gia Hưng,"Kaiz Trần bọn n chưa ra khỏi cái hốc lên tư duy v đấy , tư duy bị bọn chống phá đầu độc n chỉ đến thế thôi kk",0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh mõm nhôm đi hơi xa em trai ơi . 21 năm của e lớn ghê . Miền nào cũng v e trai , xui cho e là e chơi phải người k ra gì . A cũng đang tìm 2 đứa miền tây thiếu nợ a đây .",0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh anh đâu có cọc tính em :))) anh đang nói cái nết đã đ’ có biết tư duy đúng sai , người làm với mình là ai mình đi phân biệt vùng miền . Tới lúc ngta nói lại thì kêu k biết . Mà t nhắc lại , t dân miền trung . Bắc trung hay nam hay đâu … See more",2,2,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh “ 4 thằng miền bắc “ mà em nói , a k biết có thật hay k . Mà nó k đại diện cho cả vùng miền nào . Ai làm gì em e hãy chê trách người đó . Chứ cỡ như e mới làm xấu mặc người miền tây đó em .",0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh thôi dơ quá e trai , tới cái áo em mặc em cũng mua hàng fake thì nghèo với giàu thì a cũng k thèm nói",1,0,1,0,0,0,0,0
Kaiz Trần,Nguyễn Nhất Minh miền tây k lừa thầy phản bạn hả :))),0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh :))) anh người miền trung em ạ . Bạn anh miền tây cũng nhiều lắm , người tốt cũng nhiều lắm . Mà lần đầu gặp thằng đã xấ.u người còn xấu nết . Tư duy dưới đít con trâu . Anh chịu :)))",0,0,0,0,0,0,0,0
Lương Nam,"Nguyễn Nhất Minh ráng làm coa tiền rồi đi đây đi đó cho mở mang e ạ. Chứ e còn trẻ người non dạ quá :)) lại hay thích nghe ngta nói nữa , sống phải tự trải nghiệm chứ.",0,0,0,0,0,0,0,0
Lương Nam,Ráng có tiền rồi đi đây đi đó cho mở mang e ạ,0,0,0,0,0,0,0,0
Kaiz Trần,Nguyễn Nhất Minh em đã nghèo tư duy còn nghèo cả tình dân tộc . Haiz chán :)) . Kêu ng.u thì tự ái .,0,0,0,0,0,0,0,0
Kaiz Trần,Nguyễn Nhất Minh chắc mẹ em trong đám a vừa nói quá :))),0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh vậy em lôi cả một vùng là đúng :))) , em xoá cmt cũng v . :)))",0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh em dỡ lắm , lại với k lại :))) đã hèn r còn to mồm .",0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Kaiz Trần chơi mà chặn e ạ,0,0,0,0,0,0,0,0
Kaiz Trần,Ngô Trung Nghĩa em nó còn hẹn tôi mà chưa kịp lấy địa chỉ tôi gửi công an nữa,0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh em trai fake từ đầu tới đuôi , tới cái áo em mặc cũng fake huống hồ chi lời em nói e trai à :)) thôi dừng tại đây . Mai có bài .",0,0,0,0,0,0,0,0
Lương Nam,"Nguyễn Nhất Minh người miền Bắc bản tính vốn sống tính toán tiết kiệm để tích góp của cải, ko hào sảng như người miền Nam, nhưng thời buổi bây giờ kinh tế phát triển người Bắc có tiền chơi có khi người Nam chơi ko lại đâu, còn người Bắc sống trong Nam … See more",0,0,0,0,0,0,0,0
Lương Nam,Nguyễn Nhất Minh chứ còn chê người ta nghèo với Keo thì đất đẹp miền tây nhà chú mày dân bắc người ta mua gần hết ở những dự án lớn rồi đấy :)) học hỏi nhiều vào để hiểu biết nha.,0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh mai em tl cho mấy anh chị người bắc đang sinh sống tại miền tay , cái bè đó em . A gửi cho ngta đăng luôn .",0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Nguyễn Nhất Minh lý luận chứ kp ní nuận cháu à. Trong mọi cuộc tranh luận. Thằng nào sai chính tả là thằng đấy thua r. Thương cháu,6,1,5,0,0,0,0,0
Lương Nam,"Nguyễn Nhất Minh mới 21 năm thì còn trẻ người non dạ lắm e :)) e chưa hiểu sâu được đâu, ở đâu cũng có người này người kia thôi, e cứ ở trong Nam mà nhìn người Bắc sống thì em đánh giá vậy hơi thiếu xót.",0,0,0,0,0,0,0,0
Lương Nam,"Nguyễn Nhất Minh nói chuyện với chú mày a thấy phí thời gian thật, chắc do giáo dục từ thế hệ trước :)) tóm lại chú mày ghét dân Bắc đúng k :)) nếu ghét sẵn rồi thì a k còn gì để nói nữa",0,0,0,0,0,0,0,0
Vũ Xuân Thiện,Nguyễn Nhất Minh,0,0,0,0,0,0,0,0
Kaiz Trần,Nguyễn Nhất Minh con bạn gái em có thằng bồ chí ghê :))),0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh k có lớn thì ìm , trãi nghiệm chưa tới mà cứ thích người này thế này thế này thế ki . Cmt sặc mùi phân biệt vùng miền . Tưởng thế là khôn",0,0,0,0,0,0,0,0
Vũ Xuân Thiện,Nguyễn Nhất Minh,1,0,1,0,0,0,0,0
Ngô Trung Nghĩa,"Nguyễn Nhất Minh chào cháu Minh
Đầu tiên chú rất hoan nghênh khi cháu vô fb chú chơi. Niềm vui chưa dc bao lâu thì thấy cháu phân biệt vùng miền bằng những lời lẽ k lịch sự và có giáo dục cho lắm. Với tuổi đời còn non trẻ và vốn sống còn hạn hẹp vậy mà… See more",48,15,27,1,5,0,0,0
Ngô Trung Nghĩa,"Lê Thiện Toàn để a nhờ ae Tiền giang kiếm coi. Có gì đoàn mình xuống xây nhà tình nghĩa cho cháu cũng dc e. Cho cháu đi học rồi làm lại cuộc đời, tái hoà nhập vs cộng đồng chứ th hỏng hết 1 thế hệ. Xấu mặt anh em 63 quá",4,0,4,0,0,0,0,0
Ngô Trung Nghĩa,Lê Thiện Toàn cháu nó hết wifi hết địa bàn r e. Xoá cm vs chặn fb a luôn. Buồn,3,0,3,0,0,0,0,0
Kaiz Trần,"Lê Thiện Toàn chặn tui rồi , tui đi khắp miền tây chưa thấy ai như thằng này .",0,0,0,0,0,0,0,0
Lê Thiện Toàn,Ngô Trung Nghĩa,0,0,0,0,0,0,0,0
Lê Thiện Toàn,Ngô Trung Nghĩa,0,0,0,0,0,0,0,0
Lê Thiện Toàn,"Ngô Trung Nghĩa chửi quá , hù quá thằng nhỏ cất bàn phím đi ngủ rồi pa",0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Lê Thiện Toàn Lộc Huỳnh check dùm a với,2,0,1,0,1,0,0,0
Kaiz Trần,Lê Thiện Toàn dí ác :)))),1,0,1,0,0,0,0,0
Lê Thiện Toàn,"Ngô Trung Nghĩa mai có PA05 , tìm ra đủ mã VNID của cháu luôn dc ko",0,0,0,0,0,0,0,0
Lộc Huỳnh,Ngô Trung Nghĩa ok ok a,2,0,2,0,0,0,0,0
Lê Thiện Toàn,"Lộc Huỳnh thôi,đừng nghe khứa parky này xúi bậy e nè. Để cho tụi nhỏ nó lớn lên trong đạo đức đi e",1,0,1,0,0,0,0,0
Ngô Trung Nghĩa,Lộc Huỳnh sợ check var xong cháu nó lại ẩn thân chi thuật hết hơi,1,0,1,0,0,0,0,0
Ngô Trung Nghĩa,Lê Thiện Toàn 21t cháu nó k có đạo đức mới đang cho cháu nó học lại chứ k hỏng hết,2,0,2,0,0,0,0,0
Lê Thiện Toàn,"Ngô Trung Nghĩa mấy a lớn vô sấm chớp ghê quá , a tìm ra cái thằng ronado j đó cho e dc ko",0,0,0,0,0,0,0,0
Tuấn Huỳnh,Ngô Trung Nghĩa parky thì nói parky có cần phải ẳng lên như bị dẫm trúng vài đuôi vậy,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Tuấn Huỳnh có ai chối đâu. Đang nc lịch sự vs cháu nó mà. Bắc nói ng Bắc sao phải ngại nhỉ.,0,0,0,0,0,0,0,0
Sơn Cồ,Ngô Trung Nghĩa sao chép ở đâu thế,0,0,0,0,0,0,0,0
Tuấn Huỳnh,Đỗ Văn Đoàn vậy sao parky,0,0,0,0,0,0,0,0
Đỗ Văn Đoàn,Tuấn Huỳnh à tao thấy có con chó chuyện nào cũng thấy mặt ý mà,0,0,0,0,0,0,0,0
Nguyễn Nhựt Tiến,Ngô Trung Nghĩa quê tha nó chú ơi xóa bình luận mất tiu rrr,0,0,0,0,0,0,0,0
Trần Văn Quốc,Ngô Trung Nghĩa T người Nam dân gốc sài gòn nhưng bọn phân biệt vùng miền nên dọng cứ* vô họng nó,0,0,0,0,0,0,0,0
Nguyen Hieu,Ngô Trung Nghĩa ê tự nhiên lòi ra con 1 khó chiuj quá,0,0,0,0,0,0,0,0
Văn Sáng,Ngô Trung Nghĩa thưa ngài,0,0,0,0,0,0,0,0
Nguyen Dinh Hieu,Lê Thiện Toàn ơ t bắt đc con chó 3 / này có khát nước không cu,1,0,1,0,0,0,0,0
Trần Nhật Minh,Ngô Trung Nghĩa,0,0,0,0,0,0,0,0
Ngô Đình Ninh,Lê Thiện Toàn có ghẹ thơm ha,0,0,0,0,0,0,0,0
Kaiz Trần,Nguyễn Nhất Minh sống sao mà con ghệ mình k dám đăng hình mình lên . Tệ :))),0,0,0,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh cái ngữ phân biệt như m k gặp đc người tốt đâu e trai :))). Mây tầng nào ốp mây tầng đó . Em thế nào thì em gặp người thế đó thôi , tư duy với ý thức như c’ mà hay phán quá em",0,0,0,0,0,0,0,0
Kaiz Trần,Nguyễn Nhất Minh đã móm rồi còn sống tệ :))),0,0,0,0,0,0,0,0
Kaiz Trần,Nguyễn Nhất Minh cách ăn nói nó làm nên con người mình em ạ . Khổ . Đã k tốt rồi còn ng.u .,0,0,0,0,0,0,0,0
Kaiz Trần,Nguyễn Nhất Minh may em ở cái bè dưới đó chứ e lết lên sg một khúc nữa thôi là em còn nữa khúc liền với cách nch của e trai á .,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Nguyễn Nhất Minh thương cháu. Vậy là hết thuốc với cháu rồi. Ráng ăn uống cho đầy đủ bệnh tình mau khỏi cháu nhé.,1,0,1,0,0,0,0,0
Ngô Trung Nghĩa,Nguyễn Nhất Minh Lộc Huỳnh em iu ở 63 có biết cháu thất lạc của a ở đâu nhắn a nhé. A xuống thăm cháu tí. Lâu ngày a k gặp. Thương cháu nó quá,0,0,0,0,0,0,0,0
Lộc Huỳnh,"Ngô Trung Nghĩa hi a ruột, để e tìm phụ a đứa cháu thất lạc phụ a.",1,1,0,0,0,0,0,0
Ngô Trung Nghĩa,Lộc Huỳnh iu e.,0,0,0,0,0,0,0,0
Châu Buê,"Ngô Trung Nghĩa ơ sao cmt khứa pbvm kia biến mất hết v ạ
em cũng muốn tham gia combat nữa",1,0,1,0,0,0,0,0
Ngô Trung Nghĩa,Châu Buê chắc em đó trưởng thành r e à. A cũng đâu có combat đâu. Đang chú cháu tình cảm mà cháu nó lặn mất tiêu,1,0,1,0,0,0,0,0
Kaiz Trần,"Nguyễn Nhất Minh xoá chi em trai , sống có chơi có chịu . Dơ thế",2,1,1,0,0,0,0,0
Lê Thiện Toàn,Kaiz Trần kkkk,0,0,0,0,0,0,0,0
Hoàng Long,Vũ Xuân Thiện ăn bám,0,0,0,0,0,0,0,0
Minh Quang,Vũ Xuân Thiện phóng khoáng nghe lấn cấn quá ông =)),0,0,0,0,0,0,0,0
Huy Đỗ,Vũ Xuân Thiện phóng lợn thì có,0,0,0,0,0,0,0,0
Vũ A.N.H Quyết,"Vũ Xuân Thiện mả cha thằng cali con này , m cút cút khỏi fb tao",0,0,0,0,0,0,0,0
Thu Công Đinh,"Văn Tấn cali vẫn miệt mài sủa
ai để ý e nó tí đi, đang khát nước",0,0,0,0,0,0,0,0
Vũ Xuân Thiện,Văn Tấn không care mấy th nhóc,0,0,0,0,0,0,0,0
Gia Hưng,"Hào sảng quá con cái ốm bệnh phải đi vay , bố mẹ già phải đi đi móc bọc , bán vé số :))",0,0,0,0,0,0,0,0
Xuân Bình,Văn Tấn đúng là ngu lâu dốt dai :)),0,0,0,0,0,0,0,0
Hòa Phạm,Văn Tấn oke tạ tấn kg ơi,0,0,0,0,0,0,0,0
Xuân Bình,Văn Tấn không làm gì được phải xoá cmt à :)) cayyyyy,0,0,0,0,0,0,0,0
Xuân Bình,"Văn Tấn lí luận thằng sai chính tả ơi, đúng là việc học rất quan trọng :))",0,0,0,0,0,0,0,0
Trịnh Sang,Xuân Bình ai cũng hiểu có mỗi mày là bắt sai chính tả. Kkkk. Parkky ní nuận,3,3,0,0,0,0,0,0
Nguyễn Đạt,Trịnh Sang về học namkiki lúc nào chả học ngu nhất trong 3 miền =)),0,0,0,0,0,0,0,0
Trịnh Sang,Nguyễn Đạt vậy mà parkky kéo vào Nam cho con học văn hoá Miền Nam thằng nào cũng khoái thích…. Vậy chứng tỏ parkky dễ dạy ko mất dạy .. kkk,0,0,0,0,0,0,0,0
Lê Thu Thanh,"Trịnh Sang trong 1 cuộc tranh luận mà sai chính tả thì biết não có gì rồi
Cãi nhau mất thời gian
Chắc acc clone của Nguyễn Nhất Minh , sợ vãi đái ra quần xóa cmt lấy acc clone ra khè à",0,0,0,0,0,0,0,0
Hòa Phạm,Văn Tấn dốt,0,0,0,0,0,0,0,0
Giaa Hyy,"Văn Tấn ngọng ln thì là bắc kì còn ngọng rg, vd, hq thì là bản sắc tiếng nói văn hoá vùng miền hả
đúng là nam cầy có khác",0,0,0,0,0,0,0,0
Xuân Bình,"Văn Tấn cãi nhau thì sai chính tả, nói dân trí thấp thì tự ái :))",0,0,0,0,0,0,0,0
Xuân Bình,"Văn Tấn tuỳ chỗ thôi em nhé, không phải ai cũng ngọng như bố mẹ em dạy em đâu",0,0,0,0,0,0,0,0
Phong Trần,Xuân Bình Bắc Kì ní nuận nắm,0,0,0,0,0,0,0,0
Nguyễn Đạt,Phong Trần namkiki mù chữ,0,0,0,0,0,0,0,0
Xuân Bình,"Văn Tấn gì chứ bố mẹ tao không có sai chính tả với phân biệt vùng miền, đã ngọng líu ngọng lô còn đòi dạy ai :))",0,0,0,0,0,0,0,0
Nguyen Pino,"Xuân Bình bố mẹ mày chỉ có ngọng L-N thôi
DAO - RAO - GIAO CŨNG NHƯ 1… See more",0,0,0,0,0,0,0,0
Quang Bảo,Vũ Xuân Thiện 100% counter ba que xỏ lá fr,0,0,0,0,0,0,0,0
Nguyễn Đạt,Văn Tấn tưởng dân phố sài gòn hay bình dương hoá thổ khơ me nhà lá cóc xoài,0,0,0,0,0,0,0,0
Trần Huy Tuấn,Vũ Xuân Thiện pềct,0,0,0,0,0,0,0,0
Hai,ae ai cho xin link fb thằng Nguyễn Nhất Minh cái,0,0,0,0,0,0,0,0
Trương Hồ Công Quốc,Vũ Xuân Thiện đến đoạn phóng khoáng chưa,0,0,0,0,0,0,0,0
Kim Rich Thi,Vũ Xuân Thiện đi tới đâu ghét tới đó,0,0,0,0,0,0,0,0
Tien Phatt,Vũ Xuân Thiện Phóng khoáng:)))))))),0,0,0,0,0,0,0,0
Lee Tuk,Vũ Xuân Thiện ní nuận,0,0,0,0,0,0,0,0
BaoNam Nguyen,"Văn Tấn Không được đi học từ nhỏ nên không biết chính tả hả cali,đéo được đi học nên cũng đéo biết đạo đức là gì",0,0,0,0,0,0,0,0
Trần Đăng Hoàng,"nếu tiệm này mở từ trước 2022 thì chấp nhận =)) còn nếu mở sau 2022, từ 2023 trở đi thì đéo thể chấp nhận đc :)) không một người con dân Việt nam nào có thể nghĩ ra cái từ ""parky"" này khi cái nạn phân biệt vùng miền trở thành một cái trend độc hại ở 20… See more",120,103,13,0,3,1,0,0
Toan Le,Trần Đăng Hoàng ủa anh chí nhột hả anh chí ơi,1,1,0,0,0,0,0,0
Trần Đăng Hoàng,"Toan Le nhột đéo gì, t làm gì mad nhột :)) tao tự hào t là người việt nam,tự hào là người miền bắc,tự hào vì có ông cha đã từng tham gia kháng chiến,đã vào giải phóng miền nam và bỏ mạng ở đó :)) t có gì mà phải nhột :))",9,8,0,0,1,0,0,0
Long Hoàngg,"Trần Đăng Hoàng chuẩn r bác , chưa biết có phân biệt hay không nhưng đặt tên đã gây tranh cãi rồi và nữa là để vậy cho người miền nam vào mua xe nhiều hay sao ( bản chất ng nam thường ghét ng bắc ) . Tóm lại là vẫn đậm mùi marketing bẩn =))))",0,0,0,0,0,0,0,0
Trần Việt Thanh,"Trần Đăng Hoàng like bác ơi, chúng nó cứ tưởng thế là hay, +1 rip cho những cái tư tưởng độc hại này.",0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Long Hoàngg tên này mình đặt k mang mục đích pr. Mình chỉ lấy đó làm động lực cho chính bản thân mình. Cho chính những người còn mang tư tưởng pbvm nhìn nhận lại. Có thể chỉ là 1 tiệm xe nhỏ. Nhưng mình hi vọng sẽ là động lực cho những ae nào là ng bắc… See more,3,3,0,0,0,0,0,0
Tú Lương,"Ngô Trung Nghĩa đú trend bẩn để pr thì rip là đúng rồi, không muốn mang tiếng phản động, bị nhiều thứ ảnh hưởng kinh doanh thì lo đổi cái tên tiệm đi",1,1,0,0,0,0,0,0
Tú Lương,"Ngô Trung Nghĩa nhẹ thì công an tới tiệm, nặng thì nhiều người yêu nước ngta tới dẹp tiệm còn nhiều thứ nữa mà tôi không muốn nói ra ở đây đâu, lo đổi tên đi nhé",2,2,0,0,0,0,0,0
Nguyễn Cương,Ngô Trung Nghĩa bạn ơi nên dẹp tiệm thôi chứ để đó hãm lắm b,0,0,0,0,0,0,0,0
Trần Dần,Toan Le bảo cali con lạy nhảy dựng lên:D,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Trần Đăng Hoàng tên này mình đặt k mang mục đích pr. Mình chỉ lấy đó làm động lực cho chính bản thân mình. Cho chính những người còn mang tư tưởng pbvm nhìn nhận lại. Có thể chỉ là 1 tiệm xe nhỏ. Nhưng mình hi vọng sẽ là động lực cho những ae nào là n… See more,14,13,0,0,1,0,0,0
Trần Đăng Hoàng,"Ngô Trung Nghĩa bố thì văn vở lắm, cái tên chả có ý nghĩa gì mà lại coi là động lực, lại muốn ng khác nhìn vào để nhận định lại tư tưởng pbvm , động lực đến từ những người xung quanh,ng thân ấy,gia đình ấy,đến thừ cái tiệm sửa xe,chứ k phải đến từ cái … See more",7,6,0,0,1,0,0,0
Khanh Jacob,Ngô Trung Nghĩa công nhận cũnng chỉ ngửi thấy mùi bú fame bẩn từ cái trend độc hại bác à,0,0,0,0,0,0,0,0
Phương Thảo,"Ngô Trung Nghĩa miền Bắc là miền Bắc bạn ơi. Cái tên bạn đặt không phải là cách gọi, nó là cách nói mỉa mai, khinh miệt của bọn chia rẽ vùng miền, nó không đại diện cho ai cả. Bạn nghĩ nó là bình thường bởi vì bọn phản động đã thành công đưa điều tiêu … See more",21,18,2,0,1,0,0,0
Vũ Khánh Duy,Phương Thảo nghĩ nó mỉa mai thì là mỉa mai nghĩ nó bth thì là bth.,0,0,0,0,0,0,0,0
Nikola Topic,Phương Thảo học idt nó vậy cái danh từ đó đậm mùi phân biệt rồi b ạ,0,0,0,0,0,0,0,0
Phương Thảo,Vũ Khánh Duy Chứ tại sao phải nghĩ là bình thường? Cmt không có tí giá trị nào,0,0,0,0,0,0,0,0
Nguyen Dinh Hieu,Vũ Khánh Duy ? M nói câu này thì não m có vấn đề à?,0,0,0,0,0,0,0,0
Phạm Quốc Chí,Ngô Trung Nghĩa sống đàng hoàng laà dc thôi ăn nói thô lỗ chi bố bố này nọ nên bị ghét,0,0,0,0,0,0,0,0
Phương Trần,"Phương Thảo Ái dà, đồng hương HP nói câu hay đấy !",0,0,0,0,0,0,0,0
Trần Đăng Hoàng,"Phương Thảo đấy,nói mà nó còn cãi cơ, parky là cách mà thực dân
mĩ nó gọi để chia rẽ miền bắc và miền nam thời bị đô hộ, ấy vậy mà vẫn tự hào đặt cái tên quán to tổ bố, nói vô học kh biết có quá đáng không nhưng chắc là xứng đáng",5,5,0,0,0,0,0,0
Vũ Khánh Duy,Nguyen Dinh Hieu não tao không xui tao mua xe độ vario rồi đi báo đời báo cha báo mẹ. Từ Parky được dùng theo nhiều nghĩa khác nhau. và t thì t đ quan tâm cái từ này vì t ko có thời gian cho mấy cái nhảm nhí trên mạng. m nghĩ từ parky nam ky là phân bi… See more,0,0,0,0,0,0,0,0
Nguyen Dinh Hieu,Vũ Khánh Duy ? m đ đc học lịch sử à ? M đ đọc kệ cụ m bố đjt quan tâm còn m bảo bố mẹ t loạn luân thì gia phả m xoay vòng t chửi m cặc đâu? Bảo t đ đc chửi người ta trong khi m chửi t r m quyền tự do ngôn luận thì đây cũng địt quan tâm,0,0,0,0,0,0,0,0
Trần Đăng Hoàng,"Nguyen Dinh Hieu bạn thật tệ, tay không mà đi đấu tranh với giặc dốt, kệ con mẹ nó đi bạn,những thằng ngu bị bọn phản động nhồi nhét thêm nên giờ nó mới vô phương hướng như thế",1,0,0,0,0,0,0,1
Nguyen Dinh Hieu,Trần Đăng Hoàng không muốn thế đâu anh zai ạ mấy thằng cali với 3/ này gần đến 30/4 nó cay nó đăng linh tinh . chúng nó không biết là dân ta phải biết sử ta đâm ra cãi cùn em nóng mắt quá,0,0,0,0,0,0,0,0
Rong Sư Đê,"Trần Đăng Hoàng nếu parky là chia rẽ vậy tại sao gọi namkỳ trung kỳ chả có ai nhảy dựng lên hết cả vậy,",0,0,0,0,0,0,0,0
Trần Đăng Hoàng,"Rong Sư Đê đừng hỏi những câu ngu như lợn vậy, năm 45 chưa có miền trung , và thực dân mĩ đang đô hộ miền nam đến tận năm 75 mới giải phóng thàng công, và khi đó thì miền nam đang được thực dân mĩ nhồi nhét những tư tưởng ối dồi ôi, và đúng nhất thì là… See more",0,0,0,0,0,0,0,0
Thái Vũ,Ngô Trung Nghĩa b làm thương hiệu này thấy cái % pbvm của b nó lớn hơn là làm động lực . Chỉ có b hiểu b nghĩ gì mà,4,3,1,0,0,0,0,0
Rong Sư Đê,"Trần Đăng Hoàng ngu mà tỏ vẻ nguy hiểm, parky namky trungky là thằng pháp nó đặt ra cho dễ cai trị chứ liên quan gì thằng Mỹ... có điều namky trungky chả ai thèm quan tâm cách kêu vớ vẩn đó nên ko để tâm, nhưng duy có miền bắc tỏ ra cay cú như nước sôi… See more",0,0,0,0,0,0,0,0
Trần Đăng Hoàng,"Rong Sư Đê bố mày bảo thực dân mĩ nó gọi, chứ đéo phải đặt, mù kh thấy bố ghi năm 1945, miền bắc là miền bắc, đéo phải bắc kì,",0,0,0,0,0,0,0,0
Bạch Minh Hiền,Ngô Trung Nghĩa thôi thì gọi bắc kì thì mih đi ôm ngô đình diệm đi nhé,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,"Thái Vũ mình người bắc luôn đó b ạ. B càng tránh né thì b càng phải gặp nó luôn đó b. Thay vì mình bực bội, mình khó chịu thì mình hãy đón nhận nó bằng 1 thái độ tích cực nhất. Bản thân mình người bắc mình làm việc trong nam. Mình thấy k vd gì với nhữ… See more",5,4,0,0,1,0,0,0
Không Có Tên,Ngô Trung Nghĩa cái chữ k nói nên con người nhưng con người mà sai là sẻ đổ chỗ chữ.1 số người Bắc vẫn tốt chứ k hẳn là xấu chẳng qua là con sâu làm rầu nồi canh thôi,0,0,0,0,0,0,0,0
Việt Quốc,Ngô Trung Nghĩa thôi đừng có bạo biện,0,0,0,0,0,0,0,0
Nguyễn Văn Hưởng,Ngô Trung Nghĩa nhưng ng khác ng ta k lấy làm động lực mà ngta mang ra bôi xấu bôi nhọ mỉa mai cơ chứ ai chả biết theo cách nghĩ của bạn là lấy nó làm động lực,0,0,0,0,0,0,0,0
Thiện Thiện,"Ngô Trung Nghĩa thế thì bạn nên làm thêm cái logan nữa , để thế này thì ai cũng sẽ nghĩ là bạn PBVM chứ ko phải như bạn nghĩ , để sức mạnh lan truyền mạnh hơn thì nên có câu sogan phía sau như "" parky love viet nam "" hoặc ... gì đó ! Kiểu maketing nửa… See more",1,0,0,0,1,0,0,0
Phương Thảo,Rong Sư Đê vì miền nam đẻ ra cái pbvm nam kỳ bắc kỳ này mà. Ngu mà hay nói quá:)),0,0,0,0,0,0,0,0
Nguyen Long,"Ngô Trung Nghĩa Riêng cái tiệm này để tên thế kia k chỉ là cạch mặt mà còn phải là tố cáo , làm đơn lên cơ quan chức năng xử lý",0,0,0,0,0,0,0,0
Khoai Thị Sắn,"Ngô Trung Nghĩa mày bu vào cái trend bẩn để quảng cáo cửa hàng .
Parky là từ của bọn bất mãn vs pbvm nghĩ ra .
Mày lấy cái lý do ngu xuẩn là tạo động lực để che đi cái não trạng vừa ngu , vừa đần độn của mày thôi . … See more",0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,b vào fb mình ảnh nền fb mình slogan đó,1,0,1,0,0,0,0,0
Không Có Tên,Ngô Trung Nghĩa truất,0,0,0,0,0,0,0,0
Mạnh Hữu,"Trần Đăng Hoàng
Vua Minh Mạng đặt năm 1832, trước khi Pháp xâm lược nước ta năm 1858 … See more",0,0,0,0,0,0,0,0
Mạnh Hữu,"Phương Thảo
Vua Minh Mạng đặt năm 1832, trước khi Pháp xâm lược nước ta năm 1858 … See more",0,0,0,0,0,0,0,0
Trần Đăng Hoàng,"Mạnh Hữu nhưng vua đéo chửi, parky, vua chỉ bảo bắc kì, vhuws vua đéo bảo parky con, park rô, thằng ngu không hiểu được giá trị của câu nói,không hiểu được giá trị và sức mạnh ngôn từ, bắc kì chỉ là những người của quá khứ gọi, sau khi nước Việt Nam dâ… See more",0,0,0,0,0,0,0,0
Phương Thảo,Mạnh Hữu thế kỷ 19 có cả fb để bọn chim mồi bọn mày cmt ở đây nữa à,0,0,0,0,0,0,0,0
Nguyễn Đức Giang,Ngô Trung Nghĩa bạn tưởng thế là hay à,0,0,0,0,0,0,0,0
