ID,comments
1680,Nguyễn Phương tưởng đâu ôm tỷ gưỡi chốn khum á
1681,Thư Minh Lê không đăng cũng quên luôn
1682,Khai thật đi có phải cùng con én đỏ đen hết rồi không
1683,"Đơn giản mà hay, hoành tráng quá đôi khi lại thất vọng và thất bại nặng nề"
1684,Lê Khang màu mè quá đôi khi phản tác dụng
1685,"M đánh bài hết tiền rồi phải ko Thỏ ơi,t nghi lắm"
1686,Mong Thỏ sớm tái xuất.
1687,Cẩm Đoan chắc cuối năm mới có cái để coi
1688,Trễ đít lai nhennn Thỏ. Mài liệu hồn taooooo
1689,"Nguyễn Bi Tôi cũng mới làm, mất thời gian lắm bạn ạ"
1690,Hổng ấy chiếu phim Tết luôn được k?
1691,Đèo tinnnn
1692,=)))) 1 năm r cđi thỏ
1693,Co lên nha e c luôn ủng hộ e
1694,Hẳn là hành động kịch liệt
1695,Thành phim Tết luôn bây
1696,Thỏ Bảy Màu M lm t ngồi mốc mồm chờ đợi m ra h cuối cùng cũng đc toại nguyện=))
1697,"Tui nghi lắm, chắc all in hét òi. Còn ít mai vô 3 càng đi Thỏ Bảy Màu"
1698,Tao thấy m kêu tụi tao đợi tới ăn cái thứ tụi tao ngồi là tao ko chấp nhận được rồi...
1699,Nghe Chiến tranh cầu cá là thú dị r đó
1700,Hồng Đào chỉ là chỗ ngủ ỉa th mà
1701,"Nguyễn Vỹ ủa, z mà tưởng cầm ném qua lại chứ"
1703,Quang Huy
1704,Nam Hoàng ngồi xún ăn cái ghế uống cái nước chờ i nè
1705,Áo đâu thỏ
1706,Lẹ đi má
1707,Nguyễn Hoàng Thiện từ từ khứa
1708,Đạt Thành Cao gấp lắm rồii
1709,M ăn cái ghế t xem nào =)))
1710,Nguyễn Kiều Minh chờ mỏi mòn
1711,Nguyễn Quốc Huy ms từ cung đấu chuyển qua kiếm hiệp nên hơi quằng
1712,Biển thủ rồi đúng khồng Thỏ
1713,Chất lượng là dc òi
1714,Tưởng đâu lấy cầm luôn cái cầu cá đi chơi bài chứ
1715,Thỏ bảy mà hay là thỏ bay màu r
1716,t tưởng Thỏ đem tiền đi chơi bài thua hết rồi
1717,"Cố gắng nha mày, hóng quá trời hóng"
1718,Cho ra rạp luôn đi thỏ. Bao nguyên rạp luôn.
1719,Thiệt hong
1720,Liệu sẽ có một khu du lịch cầu cá tra chăng =))
1721,Trương Ngọc Trinh con thỏ nó đánh bài hết tiền r
1722,ước gì thỏ tụt quầng xin lỗi
1723,Đợi cũng dc.. nhưng KHÔNG ĐƯỢC VIẾT SAI CHÍNH TẢ .
1724,Lẹ lẹ nha thỏ
1725,Ăn ht cái nhắm có hoạt hình coi hk mậy
1726,"Rồi xong, đúng tết mới có như hàng năm...."
1727,Như Kim Ngân là xin lỗi dữ chưa mà sai chính tả thấy ghéc qué
1728,Trâm Phạm mau đưa con thỏ ra đây cho tụi mình quánh đít
1729,Kim Ngân ở đâu t xách dao tới liền
1730,mấy acj bên design của thỏ có ổn ko v :)))
1731,Cái con Thỏ sa ngã nàiiii
1732,"Hoành tráng hết hồn lúc ra hú hồn chim én ""))"
1733,lẹ đi ko t đi lấy chồng bây giờ!
1734,Oánh bài thua hết tiền rồi giờ mới nhả tí xương để khều donate tiếp
1735,Gần Tết rồi Thỏ ơi! Mày coi ra clip Tết lẹ lẹ đi nhe
1736,Hóng :)))
1737,Sắp hết tiền thì ra tín hiệu đi m
1738,Nguyễn Doãn Vũ
1739,"Nguyễn Doãn Vũ từ từ, đêm nay MU đá rồi, mai lại có tiền thôi"
1740,Phạm Khang còn cơ hội à?
1741,M xem nó hốc sâu lắm r đó Trung Dương
1742,Hóng hơn tếtt nữa
1743,Lót dép ngồi chờ
1744,Hihi
1745,m lại đem tiền đi đánh bài r đúng k
1746,M khoảiiiiii nha Thỏ
1747,Roài ra series tết là vừa he
1748,vừa vẽ vừa chơi game rồi nào mí xong
1749,Trần Lê Nguyệt Quế nào xong kệ ngta í kiến j
1750,"Chú trọng đến kịch bản hay và hài hước hơn, hình ảnh từ trước đến giờ vẫn ổn rồi"
1751,Liệu thần hồn m nha Thor
1752,ngồi xuống ăn cái ghế =))
1753,"Hả Thỏ, mài bảo ai ăn cái ghế cơ"
1754,Kê thỏ
1755,Con thỏ sa ngã chưa gỡ nợ bài bạc đc kìa Phồngg Học Uy
1756,Thu Dieu văn của người mượn tiền ko chịu trả nè
1757,Nghe hóng thế nhể=))
1758,Hãy làm thỏ bảy màu như trước chứ đừng biến tướng quá nha!
1759,Wisely Noah ăn miếng ghế uống miếng nước nào :))
1760,Chắc là đi tập võ để đóng phim đó mà
1761,Làm đi T đi đái cái t quay lại Ngồi đợi uống nhiều nước quá… See more
1762,Ngồi xuống ăn cái ghế
1763,Tưởng cầm tiền đi đánh bạc hết r
1764,Hay m lại đớp 1 nửa r
1765,Đc
1766,"Khai thật đi ,m đánh bài với con én thua bao nhiêu"
1767,m đem đi đánh bạc hết ròi phải khong thỏ
1768,rảnh rảnh tranh thủ làm mấy cái phim ngắn cho đi qua đi lại coi đỡ cũng đc :))
1769,Để sang năm luôn đê
1770,"Cho cái trailer coi,cho đỡ nghiền"
1771,Nghe tên là thấy ưng rồi Thỏ ơi :))
1772,Ra kịp tết coi là vừa há há
1773,Lê Thảo quỵt
1774,Thỏ nó cầm tiền qua Cam r =))
1775,"Bao lâu em cũng đợi, cố lên team Thỏ ơi..."
1776,Trần Thanh Bình nghe xin lỗi cũng hợp lí nhỉ
1777,Ngô Tuấn Anh sin lỗi mới chịu
1778,Yuki Rin
1779,T nghi thằng thỏ giống bà Lê Diệp Kiều Trang lắm nha.
1780,Thì ờ
1781,Thiếu diễn viên quần chúng thì m có thể thuê tụi t
1782,Ra vào dịp năm mới cho phấn khởi
1783,Goy đăng gì vui vui đi Thỏ
1784,Thôi để moẹ đến tết ra 1 thể cho nó mượt :))
1785,Hóng lâu lắm rồi nha thỏ
1786,Nhìn ảnh thấy ai quen lắm á Cố lên nhé thỏ
1787,Nhớ thỏ quá thôi coi đỡ Heo Đen :))
1788,"Khai thật đi, thua lỗ bao nhiêu rồi"
1789,Hông thôi thì để ngay dịp tết công chiếu cho vui đi Thỏ. Sẵn ăn tết luôn cho nó hoành tráng
1790,Toàn Yonko T tưởng nó dẹp lun r
1791,Ủng hộ T7M nhé
1792,T đập m vỡ mồm nhen thỏoooooooo
1793,Đợi lâu zay ra mỗi 1 tập chắc nướng thor luôn :))
1794,Âu Quỳnh Như
1795,Gì chứ phải đúng chính tả đã nha Thỏ Bảy Màu
1796,Chắc t cho m ăn miếng nước uống cái ghế để m thức tỉnh bản năng chạy việc của m quá thỏ
1797,Xin lỗi not sin lỗi
1798,Nguyễn Lộc Trường mới nhắc con Thỏ nè :)))
1799,im lặng và đi làm phim lẹ lên
1800,"Ok am phai ""ngồi xuống ăn cái ghế"""
1801,Đức Tuấn
1802,Mắc mệt với m
1803,Hóng quá mà chưa thấy
1804,Con thỏ nó lấy xiền đi đánh bài thua con én hết r còn đâu
1805,Miệng nói quỳ nhưng nó chĩa súng vào chúng ta đó ACE à
1806,Ôi con thỏ họ Hứa
1807,Nx An ai donate cho nó coi:))
1808,t nghi nó đem tiền đánh bài nx r:)
1809,Nx An tài xỉu:))
1810,Nguyễn Ngân
1811,Ủa tưởng nó ôm tiền lặn rồi ai ngờ nó làm phim thiệt hỏooo
1812,Tưởng đi đánh bài hết tiền trốn rồi chứ
1813,Lê Long Hiệp người ta nhầm thỏ ta đi đầu tư xây cầu cá tra 2 tầng dát vàng khảm kim cương lộp mái bằng vàng trắng đi ông
1815,Chắc đổi sang sói quá
1816,Tưởng là ôm tiền về quê ở ẩn rồi. Tết năm ngoái tới năm nay rồi
1817,Lẹ thỏ ơi
1818,Hoành troáng
1819,Mong đừng lúp bóng mà húp trọn xèn mn nhé Thỏ
1820,Chắc thỏ đang làm biên đạo rap zịt cho mấy con cá nên hơi lâu
1821,"TIỆM NHÀ GẤU THỎ - Chuyên Săn Sale- Order Thời Trang, Phụ Kiện Trẻ Em"
1822,Ác liệt quá
1823,Đoàn Hiếu Đoàn Thảo
1824,Liên Võ
1825,Lại tưởng ôm tỷ rữi lặn lunnn
1826,K thể tha thứ cho đứa viết sai chính tả-)). Kk
1827,"Khai thật đi, thằng thỏ đem tiền đi đánh bài rồi phải không"
1828,Tắt văn
1829,Nguyễn Nhựt
1830,Cố lên Thỏ êi
1831,:))) Thỏ xây cầu tiếp nx ak
1832,Hay m thua con én sạch tiền rồi thì khai mau
1833,"T có thể thông cảm để update cách làm phim, chứ ko thể bỏ qua vụ sai chính tả nha mài"
1834,Này là ôm cây đợi thỏ đúng nghĩa luôn nè
1835,tui ko bt là sắp ra phim lun á trời
1836,Ánh Minh lớn r vẫn xem hoạt hình
1837,Xin chúc mừng
1838,Ôm tiền đi đâu rồi thỏ ơi
1839,Nghi 2 tháng sau không lien lạc được quá
1840,trần thị hồng hạnh hôm bữa Thỏ nó đã kêu cáo từ rồi đó
1841,Tưởng giải tán team rồi chứ.
1842,Thỏ mà delay thì thành quả phải xứng đáng nhe thỏ
1843,Huỳnh Trung Long đúng thế người ae
1844,Ra mà k hoành tráng kao bẻ 2 răng Thỏ m đoá
1845,Thế rủ con Én làm ván choi ae coi
1846,đợi hoài lun
1847,Ôi là trời
1848,Trần Long cho ông 5 về quê ăn tết chứ k có bài bẠc nha
1849,Muối ko tin con thỏ này lắm :))))
1850,Nhanh lên thỏ ơi ngồi chờ sắp trĩ tới nơi rồi
1851,Diệp Tâm
1852,Hông ấy mình live stream cho nó uy tín được hông thỏ
1853,T gần quên m r đó thor
1854,Delay thì được chứ đừng kêu tụi này cúng cho m đi đánh bài vs én
1855,Nghe tên là hóng ời đó
1856,củ chuối quá:-0
1857,Ghê z shao
1858,Bích Tuyền Nguyễn Thỏ viết sai chính tả
1859,Vinh Tran cảnh sát chính tả
1860,m khoải
1861,Gòi t dí dl mài nha Thỏ
1862,con thỏ này chắc lại đánh bài thua con én nên hết tiền rồi chứ gì
1863,T sắp quên việc tụi thỏ làm hoạt hình luôn r ớ ;)))
1864,K ra lẹ lên thỏ
1865,Con thỏ Bay màu này.... nó xin lỗi mà nó ghi sai chính tảaaaaaa
1866,T tưởng sắp hết tiền nên lên nhá donate nửa chứ.
1867,"Thỏ, Châm trà"
1868,Lấy tiền quýnh bài nữa chứ gì
1869,Banh xác ông năm Kim Tuyến
1870,M thua bài hết tiền ra tập mới r phải ko thằng Thỏ
1871,Chờ tết ra luôn hể
1872,Thần thor rất chăm chỉ
1873,Siuuuuuuuuuuuuu anh ấy đã chở lại ngày này cũng đã tới
1874,Thôi.. Ngụy biện vk
1875,Đợi 2 tháng mới có tập thỏ mới Andy Le aaron buồn
1876,Ra vài tập nhỏ nhỏ hài hài coi đỡ buồn đi thỏ
1877,Bài viết dài tưởng đâu xin cầm tiền đi đóng hụi
1878,Hành động kịch liệt là khung cảnh 2 đứa trên dưới của cầu cá đi ẻ cùng lúc à
1879,Ông 5 bị trĩ vì quay Cầu Cá quá nhiều hả thỏ
1880,Rồi thế giới ko não đâu thỏ
1881,Đừng bẻ lái nha Thỏ
1882,M khai thiệt đi m đem tiền đánh bài vs con Én hết gòy phải hông
1883,Tú Lâm
1884,Hải Nguyễn tưởng đâu ôm tiền bỏ trốn ko ak
1885,Thật ra mày ko nói thì tao cũng ko nhớ là mày trễ deadline đâu
1886,Ngọc Dương ôi giồi ôi
1887,Tiền m đem đi đánh bài hết rồi đúng khum :))
1888,Thỏ này có thiệt ở ngoài đời hả mọi người =))
1889,Thùy Mỵ nhân vật hư cấu nha Mỵ mà nó hài Thỏ Bảy Màu
1890,Khuề donate mượt như sunsilk
1891,Nhanhhhhhhhhhhhhh
1892,"Phét vừa, tao đi bar còn thấy mầy rảnh háng quẩy trong đó á thỏ"
1893,Dự là đến tết
1894,Bữa giờ đợi lâu zị.. tưởng m đi đánh bài thua hết rồi chứ
1895,Ra nhìu chút để tết còn xem lại ạ
1896,Yentrinh Kim đợi tới sanh thỏ con rồi vẫn chưa thấy ra hoạt hình
1897,A Đine Kim đợi con thỏ 7 màu lâu quá tự đẻ tự nằm coi tối ngày sáng đêm
1898,Yentrinh Kim đợi thỏ nó xây xong cầu cá là thỏ nhà mình biết đi luôn rồi
1899,A Đine Kim đi ngồi cầu cá nhà nó đc luôn
1900,Khai thật đi. Mày đem tiền đi đánh bài rồi đúng ko thỏ. Làm gì còn cái cầu cá nào
1901,Hoag Thagg lót dép hóng
1902,"Dành cả thanh xuân hóng đợi tập mới của ""Quỷ"" Thỏ."
1903,Đợi mòn cả đít rồi thỏ ơi
1904,Gần hết 2 tháng của mầy rồi nha thỏ
1905,Ăn cái ghế
1906,"tôi cho em 59 ngày nữa, bằng không, tôi sẽ tiếp tục đợi"
1907,Thỏ ơi ra nhanh ghiền lắm rồi ko ra muộn quá chắc tôi thành nghiện mất
1908,Hóng nhe
1909,M.lấy tiền đi đánh bạc với con Én chứ gì
1910,Lấy tiền đi đánh bạc với thằng én thì nói ng ta tiếng
1911,Dũng Nhân sắp hết mấy tỉ rồi
1912,Bà nội m thằng thỏ m bt tao lót dép ngồi chờ phim m mà đít mún nổi ghẻ luon ko
1913,Phước Hải đâu coi coi
1914,Thỏ Bảy Màu bộ m phái coi mông bị ghẻ hay gì
1915,Ngồi mòn 10 đôi dép rồi hóng quá đi
1916,Nhàn Trịnh phú bà mỗi ngày một chiếc dép à:))
1917,N.L Yến Nhi mỗi tháng một đôi nha đi ăn cướp đó
1918,Đấm vô cái mặt con Thỏ Đá
1919,Bể hụi r phải hơm . Quánh bài thua con Én hết r chứ j
1920,"Quá trời lâu rồi, lẹ lênnnnn đi đợi có nhiêu đó luôn"
1921,Nhớ làm mấy đoạn hay để anh em làm mẫu video cap cut dựt dựt nữa nha Thỏ
1922,Nghi là đánh bài hết $ rồi
1923,Karson Diep vãi
1924,Quà backer chưa có luôn nè
1925,Có ra rạp ko đi coi ủng hộ cho
1926,tưởng nuốt tỷ rưỡi rồi chuồn
1927,Thỏ đi đánh bài hết rồi hả
1928,T ngồi chờ mòn đít
1929,Quang An đã 2 tháng trôi qua Thấy thỏ lại đăng lên ước có cô tấm từ thị bước ra chạy deadline =)))
1930,có diễn viên quần chúng nữa hả
1931,Tưởng đâu cuỗm lúa chạy chớ thỏ
1932,hóng
1933,Ngô Chấn Huy
1934,Lữ Chiến Tấn Sang đù
1935,Lươn khươn.
1936,Lại sắp khều donate xây cầu cá tra rồi đó =]]]]
1937,Lại cầu cá hả
1938,"Ráng gamej cái ghế đi, nào trụi là nó ra phin"
1939,Đâu
1940,chờ m làm t hói hết cả đầu rồi Thỏ à
1941,1 tháng rồi nha thỏ còn 1 tháng nửa thoiiii
1942,M lấy tiền đi kéo xì dzách hết gòy phải hong Thỏ
1943,Nguyễn Trường Sang chờ nó từ hồi đang bầu giờ con 3 tháng rồi
1944,Trong zữ lắm rồi thỏ ơi
1945,"Cũng định ookee mà tới khúc "" ăn cái ghế..."" Là oải chè đậu nghe Thor."
1946,lẹ đi thỏ
1947,Tết rồi phát hành cũng được mà thỏ
1948,Trần Gia Huy lót dép ngồi hóng con thỏ
1949,lẹ đii
1950,Hóng hơi lâu rồi nha thỏ
1951,Má lấy đánh bài nữa r à :)))
1952,Thor câu giờ
1953,Đội vốn thì nói
1954,Tg thỏ lấy tiền đi đánh bài tùi
1955,vẫn đang chờ quà
1956,Chiếu lúc giao thừa cho F.A ở nhà coi là đẹp
1957,Chuẩn bị donate làm tập phim ăn tết
1958,Trúc Quỳnh tưởng con thỏ tất tay
1959,"cố lên nha thỏ, ko vừa ý t là cho m bay màu đó :)))"
1960,"Nhớ có tiền tui ủng hộ chị Xô, tập này nhớ bơm chị Xô tâm hồn đẹp đẻ xíu nhé, chứ tui ngắm núi hơi lau rồi á Thỏ"
1961,Tết mà không có phim t xào lăn m =)))
1962,chắc tranh nhau cầu cá quá
1963,Tới tết ra phim cũng đc để tao vừa ăn thịt kho hột vịt vừa coi
1964,"Cứ làm đi, chờ thêm tí nữa cũng được. Phim hay là được."
1965,M về mà trình bày với ba mẹ t kìa…ổng bả cấm t ăn thịt thỏ từ khi biết m đó
1966,V là tết này coa phim coi
1967,Sai chính tả kìa
1968,Chiến tranh cầu cá nghe ghê dữ v Thỏ
1969,Thanh Ngân nghe dữ dội thặc
1970,Đợi hơn lâu gòi đó
1971,delay đến Tết là đẹp
1972,Đặt tên là Thỏ Delay nhe
1973,Mùng 1 tết ra luôn
1974,Thương Thỏ phải làm việc cật lực vãi chinbu
1975,Ko có donate nhưng chờ hơi lâu rùi đấy
1976,Lẹ bay
1977,Nó bắt tao ăn cái ghế kìa bây ơi bây
1978,T sẽ kím m.... Rùi t sẽ hốt m.... Thỏ
1979,hi
1980,"Chắc để tới Tết, xem luôn cho hấp dẫn"
1981,Ký đầu Thỏ quá
1982,Mài còn nhiều cái kao chưa nói đến đâu
1983,thành hoạt hình tết
1984,Lấy tỉ gữi đi xây cầu cá 2 tầng rồi chứ rì
1985,Má nó tức mà k có chửi đc lun á
1986,Đồng Đất đôn nết thêm không
1987,Đặng Văn Tún nào ra tập mới đi đã. Ôm tiền anh em hơi lâu
1988,Tưởng ôm tiền đánh bài thua hết rồi chứ
1990,Ký đầu mài nha thỏ phim ròi quà đâu? Mài lẹ lên à!
1991,lau v
1992,làm thêm video về game để fan xem trong khi chờ là đc
1993,"mé...tưởng ôm tiền quánh bài thiệt rồi chứ, Châu Phạm"
1994,Lợi Huỳnh lâu ha
1995,"Huy Riddle delay 2 lần rồi nhe, ghim"
1996,Thỏ ơi gáng lênnn
1997,Chờ dài cổ
1998,"Quốc Đạt nè, bữa mới hỏi"
1999,Có cc
2000,W2W Cartoon ê hỗn v
2001,W2W Cartoon ê đi đâu đay:))
2002,W2W Cartoon adu nay dám chửi thỏ.
2003,W2W Cartoon hỗn nha bà
2004,W2W Cartoon *công ty mẹ đã xem*
2005,Đào Lê Bảo Thiên công ty mẹ là người comment
2006,W2W Cartoon bảo ko đúng đi=))
2007,Đào Lê Bảo Thiên thì mình đâu có nói là sai âu
2008,W2W Cartoon Rep nhanh zay
2009,W2W Cartoon hỗn quá trời hỗn =))
2010,W2W Cartoon ai dà. Căng thế admin ơi
2011,W2W Cartoon uây tu uy hỗn quá cái thỏ 0 thèm rep kìa
2012,Tran Quoc Anh (
2013,Coi chừng kao đấy THỎ ah
2014,Nguyễn Trương Hoàng Dung
2015,Phạm Nguyễn Anh Khoa nó đem tiền đi quánh bài hết rồi
2016,Nha Huynh hổng chừng nó đi chơi ngỗng ngỗng dịt đó
2017,Nguyễn Trương Hoàng Dung bị chém đó
2018,Hóng woá
2019,Nhanh lên Thỏ Bảy Màuu gần 2 tháng rồi đó
2020,"Thấy post dài quá, tưởng ôm tiền chạy rồi chứ"
2021,Làm như xưa h cũng hay mà
2022,"Bảo Annh nói nó là: Mày đánh bài hết tiền rồi thì nói, để anh em biến mà còn xách cái cầu cá đi cấn nợ."
2023,Nguyễn Ngọc Bảo mới thấy con thỏ đi quýnh bài ở kia kìa
2024,Bú được quà cornetto của thỏ nè:)))
2025,Thỏ Bảy Màu đợt này có đánh bài chung với Én nữa ko?? Hay chuyển sang đánh lộn dưới ao cá tra lun ak
2026,Tập mới này sẽ rất thú vị hay seo
2027,Mày chắc chưa?? Để mai tao ra cty kể
2028,gọi thêm giang hồ vào cầm phóng lớn to chà bá à
2029,Hong cha
2030,Còn món khác ngoài ghế để ăn không thỏ
2031,Quá hay xurabit
2032,Lẹ lẹ nha nhớ đăng lên Youtube cho t coi nhe thor
2033,cố lên
2034,Tài cho lắm vào r lại xỉu hả thỏ=)))
2035,tức
2036,Ko có Hoạt hình thì cũng có tranh ảnh nhâm nhi đỡ buồn đi mậy.
2037,Tưởng con thỏ ôm tiền trốn r chứ
2038,Thiên Trúc con đuỹ thỏ bom phim :)))
2039,Quốc Hội ăn tết luôn roài
2040,"Cát Minh ko có mà coi, buồn"
2041,Cái ghế ăn đc à thỏ ơi
2042,Quýnh mà hong ra hồn là t rút vốn nha thỏ
2043,cần domate thêm ko thỏ
2044,Một khi đã sai chính tả thì mọi thứ chỉ là sự nguỵ biện.
2045,M làm lẹ dii thỏ oii.Chứ ông 5 ổng bệnh sắp ch** roi kìaaa.Ổng tỉu đường nặng lắmm=((
2046,"Thỏ thợ lặn, sâu quá a không biết gì..."
2047,Đụ moé “Xin lỗi” thỏ ơiiiii =))) sin cos tan hay gì hả m
2048,tôi ko đồng ý
2049,Deley quài tụi t bắt máy bay qua cầu cá kím mài nha thỏ
2050,Xin lỗi chứ không phải Sin lỗi .
2051,Hoho
2052,M quỳ lạy kao đi
2053,Thỏ Bảy Màu chưa gỡ được nên delay chứ gì
2054,"Đăng gì đi thỏ, tui chờ để like nè"
2055,Thỏ 7 màu ôm tiền mất tích lun r
2056,M chờ mượn sổ đỏ chứ giề chơi không lại con én đâu
2057,"Lại đánh bài với con én, thua hết rồi chứ gì"
2058,Bữa giờ tưởng thỏ 7 màu nó bay màu luôn rồi ko á
2059,Riết mày lề mề như con Én rồi Thỏ Bảy Màu ah
2060,2 tháng nữa nó làm phim tết luôn một thể
2061,=))) chưa về bờ chứ gì
2062,Tưởng Thỏ thua bài ôm tiền bỏ trốn
2063,Túm lại là dời tới tháng 1 hả mọi ngừi
2064,"Nói thật đi, m mang tiền donate đi chơi đỏ đen hết rồi phải không Thỏ? =)))"
2065,Tuấn Vũ làm ăn chán nhề... Mà thằng lz donate có 10k mà lắm mồm thế
2066,Nguyễn Tiên m không donate không có quyền lên tiếng ở đây!
2067,Tuấn Vũ tao gấp 10 mày
2068,Xai trính tở quớ nghơn
2069,"Đang định tha thứ mà khứa 7 màu cho quả ""sin lỗi"" cái t muốn khô máu nó ghê á =)))"
2070,Lâu qué
2071,còn 10 bửa nữa đủ 2 tháng nha nhỏ
2072,Ra được cái video tết gọi vốn đã lặn hết năm luôn he Thỏ
2073,Bùi Diện DK
2074,Nó lấy tiền đập đá hết rồi còn đâu
2075,Max Ky suỵt la to quá
2076,Ký đầu thỏ
2077,Tinh đâu thỏ đi đánh bạc vs Én nữa r
2078,Hết tiền thì nói thỏi. Tối nay MU đập phát nghỉ làm phim luôn thỏ ơi
2079,M đầu tư vô cont hay pi hay ma cau hết rồi khai đi
2080,Tiệm làm full cái thế giới không não đi :<
2081,M ôm tiền bỏ trốn r thì có. Nghi lắm
2082,"Thỏ đánh bài hết tiền r, đang ra tín hiệu đấy"
2083,"Noái ít thôi, chổng cái mông lên"
2084,2 tháng là ngay giáng sinh 24/12/23 hả thỏ ?
2085,Sin lỗi nà k thể tha thứ đc :))
2086,sắp hết tiền r đko hả=)))
2087,Đã chiếu tập nào từ lúc có gây quỹ đâu thỏ mà bảo tập tiếp theo -.-
2088,Dạo này thỏ lặng quá
2089,Mày cầm tiền ra sòng hết rồi đúng ko hả Thỏ :)))
2090,Mài dùng AI làm phim cho lẹ đi mài.
2091,M chắc chưa
2092,@@@@
2093,lâu k thấy page đăng bài gì tưởng sắp đổi tên thành Thỏ Bay Màu rồi chứ
2094,Quốc Thanh t ngủm rồi chứ
2095,Bảo Lê là s má
2096,Cố lên Thỏ ơi:3
2097,T12 rồi đó nha :)) vẫn đang chờ đó
2098,Lót dép hóng
2099,Nào viết đúng chính tả vào thỏ. Xin chứ khôn phải sin
2100,oke thỏ đừng lấy tiền đi đánh tài xỉu là được ời
2101,rùi deadline 2 tháng sắp tới rùi nè
2103,Ra phim nhanh đê
2104,"Hy vọng sự chờ đợi của Fan thỏ không uổng công, nhớ làm hết sức nhé"
2105,Tưởng thor bể hụi
2106,"Tao nghi nghi con thỏ này rồi đó nha,để dẹp bớt sự nghi ngờ nên ra clip vài ba phút để bà con không quên mặt mài nha thỏ!"
2107,Ta nói nó tới tết ln gòiii...
2108,Đợi thì đợi thui chứ mắc gì bắt t ăn cái ghế dẫy
2109,Duy Mạnh Hoang Phuc ló sin lỗi kìa:)) láo nháo là ăn cái ghế
2110,Má đợi mà hết moẹ thanh xuân luôn
2111,Duy Mạnh sang năm mới có:))
2112,Tiến bịp
2113,tưởng m cầm tiền đi quýnh bài với con Én rồi chứ :)))))
2114,K thể tha thứ cho đứa viết sai chính tả dc
2115,Ngồi xuống ăn cái ghế uống miếng nước
2116,Hóng
2117,"mày nói xin lỗi là xong à, dường như tao đã quên mất sự tồn tại của mày khi ko có phim của mày"
2118,Ngồi xuống ăn cái ghế rồi lấy cái gì ngồi
2119,đừng có chôm tiền all in dô tiến lên là được.
2120,Đợi tết ra luôn à Thỏ
2121,Ôkê đợi
2123,Tưởng sủi luôn
2124,"hết tiền r, bơm thêm đi ae"
2125,Biết điều rồi đấy
2126,mày xong rồi
2127,"M hết tiền đúng hong con quể, có cần ủng hộ khum"
2128,Mía con thỏ bắt chờ lâu kinh
2129,Rồi nhắc chi làm t nhớ
2130,Đọc mà ngẫm ra đc giọng con thỏ nó nói luôn =)))
2131,Rốp rẻng nghe thỏ
2132,ăn cái ghế uống miếng nước là shao nữa
2133,Nghe tên Chiến Tranh Cầu Cá Tra là thấy uy tín roi
2134,M cố tình viết sai chính tả để né chuyện delay đúng k con thỏ mắc dạy :)))
2135,tập này 2 tiếng nhé ?
2136,Nguyễn Sol nè anh
2137,Chí Bảo được é
2138,Nguyễn Sol ngồi hóng thôiiiiiiii
2139,Thổn lò lặn lâu vc =))) hết cái tháng 11 luôn r
2140,Ê mày có tao góp vọng đc ko mày
2141,2 tháng để gỡ khoản con thỏ nó đi chơi bài với con én ak
2142,Mặt trăng ko blur. Ko có nhân ?
2143,Lót dép ngồi đợi m mà đôi dép t nó mòn lun gòi đó
2144,Nó đi đánh bài với con én hết tiền rồi
2145,"Minh Khôi chắc a cho nó zô k20 ngồi quá e , hứa hoài"
2146,Tuấn Apple Kiên nhẫn a :)))
2147,Đợi đó nghe
2148,Đốp hết tiền rồi nên giờ nay lưng ra cày kiếm làm phải không thỏ . nghi lắm nghe
2149,Cổ vũ hết mình
2150,Sai chính tả nha mày
2151,con Thỏ nó vẽ nhật thực hình khuyên hả tụi bây?? AThư Neko
2152,Cá Kho Tộ tưởng đèn của mấy bà streamer
2153,Đợi mày hơi lâu rồi á
2154,cố lên e cùng lắm đem m đi nấu thôi:)
2155,Còn 10 ngày thôi nha thỏ. Tụi tao chở hết nỗi rồi
2157,M ngoi lên vì hết tiền đánh bài phải ko
2158,"QUỲ XUỐNGGGGGGG, t đợi m lâu lắm rầu nha thỏ"
2159,hẳn là sin lõi:)
2160,Không mày
2161,Douma m làm clip cho chị Quăng nói đc k. Dài vãil làm biếng đọc lv
2162,T nhìn cầu cá bản rep 1.1 mà t tức á thỏ
2163,mẹ nó. Đợt trc thằng nào tung ảnh thỏ rủ én đi uýnh bài. Lại còn cái gì đc mấy tỉ gì đó làm vốn.
2164,== mài ko lên bài thì t cũng quên hẳn á con thỏ kiaaa
2165,"Thiệt hôn, hay m cờ bạc hết tiền r. M nói thiệt đi"
2166,Mai Ann dí tới cùng
2167,Teo mua sả rùi nè để mần thịt thor đánh chiết canh thỏa nhó
2168,Đem tiền donate đi đánh bài thua hết thì nói cmn đi. Lại chuẩn bị khều donate tiếp
2169,giận
2170,Nhớ thỏ quá
2171,Nhắm đến tết có phim xem ko thỏ ???
2172,"Lol Thor này, m đớp tiền đi đánh bạc với con Én hết rồi phải k?"
2173,M lzi mặt trăng mà nó như cái đèn live stream hả thỏ
2174,Trận chiến tranh dành cầu cá giữa ông 5 và thỏ thua độ
2175,Sắp có rùi nhớ coi nha bn iu Phạm Mai
2177,Chắc đợi tết r làm quả đánh bạc nữa chứ giề
2178,Nhanh lên
2179,nó chưa oánh đề hết tiềng a ơi Phuc Dao
2180,Tao tưởng mầy đi gặp ông bà rồi
